,Lightning_Warnings,Abs_Efield
358,1,21.02147
359,1,230.9225
360,1,64.31641
361,1,27.60842
362,1,45.80122
363,1,30.743
364,1,29.17448
365,0,46.74238
366,0,68.38858
367,1,585.9931
368,1,1452.879
369,1,442.076
370,1,38.91142
371,1,22.90585
372,1,24.16155
373,1,69.34893
374,1,426.7759
375,1,91.00382
376,1,32.3215
377,1,38.59814
378,1,41.10862
379,0,36.40153
380,0,36.40153
381,0,33.57728
382,0,36.08772
383,0,34.20489
384,0,31.69444
385,0,30.75302
386,0,31.38063
387,0,31.38063
388,0,29.18398
389,0,27.30115
390,0,28.55637
391,0,30.43921
392,0,28.87018
393,0,25.73211
394,0,26.35973
395,0,26.04592
396,0,27.30115
397,0,28.24257
398,0,27.61495
399,0,29.8116
400,0,30.1254
401,0,45.18811
402,0,46.12953
403,0,38.27909
404,0,38.27796
405,0,44.55298
406,0,44.5528
407,0,39.52728
408,0,46.7414
409,0,41.40844
410,0,53.64274
411,0,37.33033
412,0,37.01663
413,0,34.19333
414,0,40.15363
415,0,36.07486
416,0,34.5024
417,0,35.12855
418,0,33.56024
419,0,37.01036
420,0,37.324
421,0,36.06942
422,0,34.81483
423,0,34.81483
424,0,33.87389
425,0,31.992
426,0,36.38306
427,0,32.93295
428,0,39.20589
429,0,36.38306
430,0,35.12798
431,0,38.89217
432,0,30.42302
433,0,25.09006
434,0,25.7156
435,0,28.85284
436,0,27.59757
437,0,31.67471
438,0,33.87177
439,0,32.61746
440,0,28.85196
441,0,28.85365
442,0,3.76374
443,0,492.7392
444,1,616.63
445,1,478.3116
446,1,1314.338
447,1,936.0782
448,1,1040.857
449,1,9.724702
450,1,21.0179
451,1,40.15361
452,1,49.87831
453,1,56.15231
454,0,55.83861
455,0,51.76051
456,0,47.99611
457,0,57.40711
458,0,60.23041
459,0,53.95641
460,0,52.38791
461,0,57.40711
462,0,54.89751
463,0,49.56497
464,0,53.64274
465,0,50.50832
466,0,47.06138
467,0,44.86472
468,0,45.80645
469,0,46.43538
470,0,43.92545
471,0,42.04293
472,0,40.16042
473,0,38.59144
474,0,36.07941
475,0,35.76773
476,0,34.1991
477,0,33.88535
478,0,30.74782
479,0,28.23779
480,0,32.63034
481,0,30.43406
482,0,29.17905
483,0,29.4928
484,0,26.35527
485,0,32.00339
486,0,24.15985
487,0,27.29916
488,0,28.86716
489,0,26.98685
490,0,27.30107
491,0,26.35973
492,0,26.98734
493,0,26.98734
494,0,28.55637
495,0,30.1254
496,0,33.89108
497,0,40.48102
498,0,38.28181
499,0,37.02315
500,0,40.47419
501,0,42.04295
502,0,48.94166
503,0,41.09584
504,0,42.03588
505,0,41.72213
506,0,38.58514
507,0,39.52624
508,0,43.91708
509,0,40.15009
510,0,40.77494
511,0,38.89228
512,0,42.96965
513,0,42.34236
514,0,49.2426
515,0,41.71506
516,0,43.59695
517,0,48.30166
518,0,45.79248
519,0,43.91059
520,0,43.91059
521,0,40.46047
522,0,41.08777
523,0,41.08777
524,0,40.77412
525,0,36.38306
526,0,36.69671
527,0,35.44116
528,0,34.81074
529,0,40.76993
530,0,41.08233
531,0,37.94587
532,0,33.55505
533,0,37.31798
534,0,30.73223
535,0,38.57655
536,0,39.51872
537,0,27.91232
538,0,9.095698
539,0,87.19382
540,0,187.5609
541,1,955.055
542,1,410.5639
543,1,396.8194
544,1,79.67971
545,1,94.11002
546,1,54.89751
547,1,2.823301
548,0,19.76311
549,0,56.77971
550,0,67.44552
551,0,65.24961
552,0,64.30852
553,0,59.91671
554,0,60.85781
555,0,19.1357
556,0,63.68111
557,0,106.3443
558,0,75.91542
559,0,59.60503
560,0,52.70172
561,0,52.38851
562,0,51.76308
563,0,48.00066
564,0,48.31479
565,0,48.31712
566,0,46.7459
567,0,47.68848
568,0,42.67034
569,0,40.78792
570,0,38.9054
571,0,37.65039
572,0,37.33911
573,0,39.2204
574,0,34.82743
575,0,34.19947
576,0,32.63044
577,0,32.0032
578,0,31.06203
579,0,30.43493
580,0,28.23939
581,0,26.6722
582,0,26.67347
583,0,26.98734
584,0,26.98734
585,0,28.55637
586,0,30.43921
587,0,26.35973
588,0,28.55637
589,0,29.18398
590,0,27.92876
591,0,28.24218
592,0,32.31859
593,0,34.51301
594,0,31.68592
595,0,37.01719
596,0,36.07555
597,0,37.33033
598,0,37.33033
599,0,38.58514
600,0,37.01663
601,0,35.13443
602,0,47.99484
603,0,37.64336
604,0,47.99142
605,0,38.89242
606,0,44.85153
607,0,40.77412
608,0,46.10612
609,0,37.324
610,0,36.06942
611,0,33.24659
612,0,31.36471
613,0,31.05106
614,0,32.93295
615,0,35.44212
616,0,31.05106
617,0,34.18754
618,0,37.01036
619,0,33.87389
620,0,33.24659
621,0,40.46048
622,0,40.77412
623,0,34.18638
624,0,32.93287
625,0,36.0694
626,0,34.18722
627,0,32.30493
628,0,34.81447
629,0,33.24644
630,0,26.03161
631,0,35.75566
632,0,29.79646
633,0,32.619
634,0,35.75574
635,0,32.61929
636,0,33.87387
637,0,27.60093
638,0,27.91458
639,0,24.46446
640,0,25.09176
641,0,37.95128
642,1,919.9715
643,1,971.4514
644,1,1146.883
645,1,165.9473
646,1,1505.447
647,1,1613.843
648,1,110.7708
649,1,1038.07
650,1,250.4174
651,1,557.6338
652,1,426.4628
653,1,1087.339
654,1,861.7121
655,1,126.4639
656,1,1406.794
657,1,335.7727
658,1,168.514
659,1,1058.469
660,1,673.7422
661,1,383.4713
662,1,98.53518
663,1,171.3382
664,1,22.90786
665,1,5.334707
666,1,10.98322
667,0,6.276126
668,0,8.786576
669,0,16.63173
670,0,20.39741
671,0,16.00412
672,0,16.94554
673,0,17.57315
674,0,19.14218
675,0,27.30115
676,0,36.08772
677,0,33.26347
678,0,10.35561
679,0,64.01649
680,1,1078.866
681,1,1551.459
682,1,268.6182
683,1,75.62732
684,1,14.7489
685,1,13.17986
686,1,19.45599
687,0,21.96644
688,0,24.7907
689,0,29.18398
690,0,31.69444
691,0,34.8325
692,0,37.97056
693,0,44.24669
694,0,30.12185
695,0,37.96428
696,0,26.03961
697,0,28.23634
698,0,31.37461
699,0,20.39372
700,0,26.66765
701,0,18.82373
702,0,5.019964
703,0,21.64895
704,0,21.96319
705,0,18.51147
706,0,18.19769
707,0,16.00142
708,0,3.451266
709,0,5.02005
710,0,6.589792
711,0,17.25932
712,1,647.6962
713,1,5.334707
714,1,20.39741
715,1,27.61496
716,1,30.75302
717,1,306.9026
718,1,85.35531
719,1,50.20901
720,1,21.96644
721,1,7.531352
722,1,3.138064
723,0,7.531351
724,0,432.4251
725,1,25.41831
726,1,13.80748
727,1,27.30115
728,1,36.71534
729,0,36.71534
730,0,34.5187
731,0,33.57728
732,0,55.85752
733,0,38.59817
734,0,43.61908
735,0,51.15043
736,0,47.69856
737,0,49.5814
738,0,57.11274
739,0,57.42655
740,0,56.79894
741,0,56.17132
742,0,55.22991
743,0,59.937
744,0,58.05416
745,0,58.68178
746,0,60.87842
747,0,64.9579
748,0,65.58552
749,0,68.40978
750,0,68.72358
751,0,64.33029
752,0,64.9579
753,0,61.19223
754,0,53.66088
755,0,56.17132
756,0,42.05004
757,0,35.77392
758,0,34.20489
759,0,31.38063
760,0,34.8325
761,0,8.786575
762,0,16.63173
763,0,17.88696
764,0,16.31793
765,0,16.00412
766,0,14.43509
767,0,15.37703
768,0,18.51461
769,0,21.02649
770,0,21.96899
771,0,22.59668
772,0,22.28341
773,0,21.02855
774,0,21.342
775,0,20.08698
776,0,19.45929
777,0,19.45929
778,0,31.07209
779,0,25.42262
780,0,29.18893
781,0,29.81665
782,0,43.62646
783,0,54.92541
784,0,59.00558
785,0,71.87382
786,0,51.46524
787,0,75.31363
788,0,96.96618
789,0,79.07922
790,0,78.76542
791,0,80.64655
792,0,71.2301
793,0,73.73354
794,0,81.88972
795,0,62.74638
796,0,68.70242
797,0,76.8567
798,0,62.74006
799,0,61.48525
800,0,62.74006
801,0,57.40715
802,0,75.60176
803,0,66.81815
804,0,91.91418
805,0,70.89626
806,0,97.87448
807,0,77.17026
808,0,74.34695
809,0,74.34695
810,0,63.36746
811,0,64.93522
812,0,102.5787
813,0,74.34224
814,0,67.12206
815,0,72.76622
816,0,86.5666
817,0,74.02071
818,0,76.52989
819,0,80.92095
820,0,79.98001
821,0,75.90259
822,0,74.64778
823,0,69.62866
824,0,96.60321
825,0,70.88421
826,0,75.90258
827,0,69.31598
828,0,63.35668
829,0,64.61128
830,0,56.1428
831,0,80.92092
832,0,48.61613
833,0,53.32461
834,0,47.36851
835,0,54.89751
836,0,78.42502
837,0,50.81941
838,0,51.44681
839,0,48.63
840,0,50.82778
841,0,61.49456
842,0,44.86668
843,0,47.37674
844,0,37.02288
845,0,42.67044
846,0,45.80797
847,0,38.59165
848,0,35.14036
849,0,30.43424
850,0,25.72778
851,0,27.61213
852,0,16.31551
853,0,18.19772
854,0,17.8847
855,0,26.0435
856,0,25.41596
857,0,32.00726
858,0,40.79476
859,0,27.61495
860,0,34.20489
861,0,26.04592
862,0,27.30115
863,0,32.94966
864,0,33.89108
865,0,26.04592
866,0,20.71122
867,0,25.41936
868,0,32.95279
869,0,26.9906
870,0,34.20888
871,0,33.58227
872,0,27.30505
873,0,27.93337
874,0,30.12723
875,0,48.32638
876,0,39.53961
877,0,28.55639
878,0,37.97058
879,0,32.00826
880,0,41.42245
881,0,34.2049
882,0,58.05419
883,0,64.95793
884,0,38.28438
885,0,57.11277
886,0,54.91613
887,0,54.28851
888,0,39.85342
889,0,64.95793
890,0,54.60232
891,0,60.56464
892,0,61.19092
893,0,50.20216
894,0,54.27942
895,0,41.41544
896,0,45.1771
897,0,32.62527
898,0,19.44942
899,0,31.68373
900,0,40.46734
901,0,41.40844
902,0,29.48783
903,0,34.50703
904,0,26.03712
905,0,29.17413
906,0,27.29192
907,0,33.87963
908,0,38.58514
909,0,34.19333
910,0,29.48783
911,0,31.99258
912,0,28.85646
913,0,37.01043
914,0,39.20589
915,0,42.02871
916,0,37.63765
917,0,37.01036
918,0,41.08777
919,0,31.36471
920,0,28.54189
921,0,30.11012
922,0,28.22824
923,0,34.81483
924,0,31.992
925,0,29.16918
926,0,29.16918
927,0,25.40542
928,0,25.71906
929,0,26.3483
930,0,26.35068
931,0,35.44811
932,0,33.25221
933,0,36.70291
934,0,27.29191
935,0,31.05631
936,0,28.233
937,0,30.74261
938,0,37.33031
939,0,31.9974
940,0,30.74261
941,0,31.05631
942,0,52.70161
943,0,31.99796
944,0,35.76186
945,0,32.62483
946,0,31.05903
947,0,30.11758
948,0,26.98082
949,0,26.03986
950,0,24.15807
951,0,21.33517
952,0,18.19769
953,0,14.43265
954,0,12.5504
955,0,13.49207
956,0,11.61013
957,0,12.86547
958,0,12.23842
959,0,11.61044
960,0,9.727911
961,0,11.9246
962,0,10.66935
963,0,9.100381
964,0,9.727626
965,0,8.47258
966,0,7.844902
967,0,5.961898
968,0,6.589502
969,0,9.100018
970,0,16.31755
971,0,12.55224
972,0,15.37651
973,0,19.14219
974,0,21.02502
975,0,44.56049
976,0,32.63475
977,0,38.90882
978,0,35.13959
979,0,25.72515
980,0,28.23447
981,0,35.76226
982,0,34.82074
983,0,37.33033
984,0,35.44813
985,0,31.05633
986,0,45.48654
987,0,40.78103
988,0,43.91593
989,0,51.44046
990,0,37.95138
991,0,37.324
992,0,42.02871
993,0,43.91059
994,0,46.73342
995,0,39.51953
996,0,48.6153
997,0,38.89224
998,0,40.77412
999,0,35.44212
1000,0,32.6193
1001,0,32.6193
1002,0,35.44212
1003,0,33.24659
1004,0,35.75577
1005,0,26.66
1006,0,29.16918
1007,0,25.71906
1008,0,21.32742
1009,0,27.60081
1010,0,27.28728
1011,0,24.15082
1012,0,30.42376
1013,0,23.83717
1014,0,27.60093
1015,0,29.48202
1016,0,34.18586
1017,0,27.5983
1018,0,34.81464
1019,0,28.22822
1020,0,23.20979
1021,0,29.169
1022,0,23.52352
1023,0,25.4054
1024,0,21.64164
1025,0,20.7007
1026,0,24.15082
1027,0,23.83717
1028,0,24.15363
1029,0,33.25176
1030,0,28.54669
1031,0,27.91931
1032,0,28.54671
1033,0,37.33031
1034,0,29.80151
1035,0,30.1152
1036,0,34.19331
1037,0,34.19331
1038,0,39.21251
1039,0,41.72211
1040,0,36.3892
1041,0,30.42891
1042,0,25.09601
1043,0,26.66451
1044,0,23.21381
1045,0,18.5083
1046,0,20.7042
1047,0,20.7042
1048,0,19.1357
1049,0,4.078101
1050,0,19.1357
1051,0,15.9987
1052,0,16.3124
1053,0,14.4302
1054,0,12.8617
1055,0,12.23466
1056,0,14.43117
1057,0,13.49037
1058,0,13.49098
1059,0,14.11808
1060,0,13.49135
1061,0,13.17764
1062,0,13.17764
1063,0,13.80514
1064,0,13.17787
1065,0,12.23639
1066,0,12.55121
1067,0,17.88505
1068,0,16.63124
1069,0,18.5143
1070,0,20.08331
1071,0,25.41829
1072,0,27.2983
1073,0,32.00417
1074,0,25.10032
1075,0,30.1195
1076,0,22.27413
1077,0,28.23324
1078,0,35.76183
1079,0,36.70294
1080,0,24.15492
1081,0,27.60562
1082,0,26.66452
1083,0,18.19462
1084,0,23.21382
1085,0,21.01792
1086,0,23.52752
1087,0,22.90012
1088,0,16.93981
1089,0,20.07682
1090,0,21.33006
1091,0,20.70238
1092,0,18.50599
1093,0,31.36489
1094,0,26.34636
1095,0,19.44612
1096,0,16.30965
1097,0,15.68235
1098,0,21.328
1099,0,21.328
1100,0,22.58259
1101,0,25.09177
1102,0,31.05106
1103,0,30.11002
1104,0,29.48265
1105,0,68.68867
1106,0,10.0367
1107,0,20.7007
1108,0,19.75976
1109,0,22.89573
1110,0,24.14908
1111,0,23.20872
1112,0,30.73516
1113,0,27.60019
1114,0,30.10692
1115,0,21.95368
1116,0,25.08844
1117,0,35.75282
1118,0,26.97071
1119,0,29.48085
1120,0,34.18641
1121,0,28.85546
1122,0,35.4421
1123,0,35.12846
1124,0,38.57858
1125,0,37.32399
1126,0,45.79386
1127,0,41.09186
1128,0,43.91786
1129,0,54.27011
1130,0,59.60301
1131,0,47.99611
1132,0,54.58381
1133,0,63.05371
1134,0,49.87831
1135,0,65.56332
1136,0,48.93721
1137,0,42.97691
1138,0,40.46731
1139,0,44.54541
1140,0,40.46731
1141,0,41.09471
1142,0,34.8207
1143,0,34.8207
1144,0,31.6837
1145,0,29.4878
1146,0,29.80151
1147,0,34.82239
1148,0,41.40932
1149,0,28.86365
1150,0,23.21582
1151,0,19.76323
1152,0,15.37131
1153,0,17.56721
1154,0,21.01792
1155,0,14.74391
1156,0,13.48911
1157,0,13.48911
1158,0,15.99871
1159,0,20.39052
1160,0,22.27272
1161,0,24.15492
1162,0,24.15492
1163,0,26.03712
1164,0,26.97822
1165,0,21.33162
1166,0,24.78232
1167,0,23.52752
1168,0,26.97822
1169,0,29.80153
1170,0,27.29192
1171,0,24.78232
1172,0,26.03712
1173,0,34.50703
1174,0,31.68373
1175,0,24.46862
1176,0,28.54535
1177,0,28.54453
1178,0,26.97385
1179,0,31.67837
1180,0,32.93295
1181,0,28.85553
1182,0,30.73741
1183,0,32.6193
1184,0,35.12848
1185,0,39.51953
1186,0,44.53789
1187,0,37.324
1188,0,38.26494
1189,0,34.18754
1190,0,27.91459
1191,0,32.93295
1192,0,29.48283
1193,0,27.60094
1194,0,25.40541
1195,0,26.97365
1196,0,250.5936
1197,0,161.212
1198,1,1119.719
1199,1,1819.466
1200,1,1022.603
1201,1,331.5798
1202,1,173.1624
1203,1,0.6273621
1204,1,210.7725
1205,1,65.23862
1206,1,82.48919
1207,0,44.22424
1208,0,40.77274
1209,0,28.5401
1210,0,25.08781
1211,0,23.83395
1212,0,8.467701
1213,0,10.34905
1214,0,2.508904
1215,0,2.508908
1216,0,0.9408924
1217,0,7.213857
1218,0,3.763764
1219,0,8.782116
1220,0,14.42776
1221,0,9.723056
1222,0,10.35035
1223,0,15.05553
1224,0,15.68483
1225,0,19.76304
1226,0,19.1357
1227,0,22.5864
1228,0,17.5672
1229,0,29.1741
1230,0,20.3905
1231,0,26.3508
1232,0,12.548
1233,0,14.1165
1234,0,9.411002
1235,0,6.587701
1236,0,7.215102
1237,0,4.705501
1238,0,8.156202
1239,0,6.274423
1240,0,5.019998
1241,0,8.471333
1242,0,7.530078
1243,0,8.471338
1244,0,7.216325
1245,0,8.471338
1246,0,7.530253
1247,0,10.66768
1248,0,9.726855
1249,0,9.413234
1250,0,10.98188
1251,0,12.86497
1252,0,13.49253
1253,0,13.80721
1254,0,15.37641
1255,0,12.55225
1256,0,13.17986
1257,0,13.80748
1258,0,13.17986
1259,0,12.55225
1260,0,10.66941
1261,0,11.92464
1262,0,14.43509
1263,0,15.0627
1264,0,16.31658
1265,0,19.76664
1266,0,21.6468
1267,0,18.5084
1268,0,24.46862
1269,0,15.99871
1270,0,25.72342
1271,0,19.13572
1272,0,25.72342
1273,0,32.62483
1274,0,33.56172
1275,0,39.206
1276,0,38.89224
1277,0,41.08777
1278,0,37.324
1279,0,37.9513
1280,0,37.63765
1281,0,31.05106
1282,0,31.05106
1283,0,32.6193
1284,0,30.42377
1285,0,29.79647
1286,0,26.66
1287,0,28.85553
1288,0,31.36471
1289,0,30.11012
1290,0,29.79647
1291,0,29.48282
1292,0,21.32792
1293,0,18.50477
1294,0,26.03231
1295,0,429.9988
1296,1,1001.154
1297,1,42.65597
1298,1,2.509177
1299,1,31.05105
1300,1,23.83507
1301,1,93.76642
1302,0,16.93495
1303,0,59.58602
1304,0,0.6272174
1305,0,21.32675
1306,0,12.54524
1307,0,12.2313
1308,0,6.272716
1309,0,4.704312
1310,0,9.40869
1311,0,8.154779
1312,0,8.154821
1313,0,10.35035
1314,0,10.664
1315,0,11.91859
1316,0,15.05505
1317,0,18.81882
1318,0,24.15082
1319,0,24.46446
1320,0,25.4054
1321,0,44.85151
1322,0,21.32904
1323,0,19.13485
1324,0,19.44936
1325,0,20.7042
1326,0,16.3124
1327,0,22.9001
1328,0,24.1549
1329,0,22.9001
1330,0,21.0179
1331,0,15.9987
1332,0,18.5083
1333,0,17.88091
1334,0,14.1165
1335,0,15.685
1336,0,9.411134
1337,0,14.74505
1338,0,14.74628
1339,0,13.17758
1340,0,13.17764
1341,0,11.29512
1342,0,17.25643
1343,0,13.17808
1344,0,16.00174
1345,0,15.06064
1346,0,15.3744
1347,0,14.43355
1348,0,15.06154
1349,0,13.17956
1350,0,14.74828
1351,0,14.12081
1352,0,12.86596
1353,0,13.49367
1354,0,13.80748
1355,0,13.80748
1356,0,17.88696
1357,0,18.82838
1358,0,20.0836
1359,0,19.45599
1360,0,25.1026
1361,0,25.41418
1362,0,29.49089
1363,0,20.39119
1364,0,24.78236
1365,0,22.90012
1366,0,33.25223
1367,0,24.15492
1368,0,28.86042
1369,0,25.72342
1370,0,27.29192
1371,0,27.60562
1372,0,27.91932
1373,0,20.07682
1374,0,28.85883
1375,0,22.8967
1376,0,26.66003
1377,0,0.0
1378,0,0.0
1379,0,0.0
1380,0,0.0
1381,0,0.0
1382,0,0.0
1383,0,0.0
1384,0,0.0
1385,0,0.0
1386,0,0.0
1387,0,0.0
1388,0,0.0
1389,0,0.0
1390,0,0.0
1391,0,0.0
1392,1,12.54597
1393,1,10.03677
1394,1,24.15098
1395,1,22.26854
1396,0,21.32619
1397,0,15.68022
1398,0,19.44438
1399,0,18.81666
1400,0,22.89378
1401,0,22.58217
1402,0,22.58179
1403,0,26.65874
1404,0,20.70043
1405,0,21.01404
1406,0,22.89597
1407,0,22.89637
1408,0,21.32814
1409,0,23.21004
1410,0,25.40558
1411,0,24.77828
1412,0,25.71923
1413,0,21.64179
1414,0,22.58605
1415,0,25.09614
1416,0,25.40988
1417,0,26.66469
1418,0,26.66469
1419,0,26.66469
1420,0,26.66469
1421,0,21.0
1422,0,21.0
1423,0,21.0
1424,0,21.0
1425,0,17.0
1426,0,17.0
1427,0,17.0
1428,0,17.0
1429,0,19.0
1430,0,19.0
1431,0,19.0
1432,0,19.0
1433,0,21.0
1434,0,21.0
1435,0,21.0
1436,0,21.0
1437,0,9.726855
1438,0,9.726855
1439,0,9.726855
1440,0,15.69042
1441,0,15.69042
1442,0,15.69042
1443,0,15.69042
1444,0,15.69
1445,0,15.69
1446,0,15.69
1447,0,15.69
1448,0,15.69
1449,0,15.69
1450,0,15.69
1451,0,15.69
1452,0,20.0
1453,0,20.0
1454,0,20.0
1455,0,20.0
1456,0,20.0
1457,0,20.0
1458,0,20.0
1459,0,27.0
1460,0,27.0
1461,0,27.0
1462,0,27.0
1463,0,27.0
1464,0,27.0
1465,0,27.0
1466,0,27.0
1467,0,27.0
1468,0,27.0
1469,0,27.0
1470,0,27.0
1471,0,33.87239
1472,1,33.87239
1473,1,33.87239
1474,1,33.87239
1475,1,35.44235
1476,1,35.44235
1477,1,35.44235
1478,1,35.44235
1479,1,35.44235
1480,1,34.50094
1481,1,33.87239
1482,1,30.73496
1483,0,31.04956
1484,0,34.18418
1485,0,31.67383
1486,0,23.8334
1487,0,36.06678
1488,0,25.08866
1489,0,33.55564
1490,0,27.91184
1491,0,24.46129
1492,0,23.5208
1493,0,23.83338
1494,0,29.4782
1495,0,27.5976
1496,0,34.49698
1497,0,22.58063
1498,0,24.77434
1499,0,43.90497
1500,0,29.47863
1501,0,30.10574
