Date,RH,warnings
2022-02-03 16:15:00,59.06049,0.0
2022-02-03 16:30:00,59.06049,0.0
2022-02-03 16:45:00,60.0,0.0
2022-02-03 17:00:00,60.0,1.0
2022-02-03 17:15:00,60.5955,1.0
2022-02-03 17:30:00,60.5955,1.0
2022-02-03 17:45:00,60.5955,1.0
2022-02-03 18:00:00,65.42869,1.0
2022-02-03 18:15:00,64.46775,1.0
2022-02-03 18:30:00,63.89343,1.0
2022-02-03 18:45:00,65.40247,0.0
2022-02-03 19:00:00,63.57627,0.0
2022-02-03 19:15:00,62.02028,0.0
2022-02-03 19:30:00,71.58513,0.0
2022-02-03 19:45:00,84.63831,0.0
2022-02-03 20:00:00,89.54819,0.0
2022-02-03 20:15:00,89.70394,0.0
2022-02-03 20:30:00,90.22877,1.0
2022-02-03 20:45:00,93.15805,1.0
2022-02-03 21:00:00,94.52334,1.0
2022-02-03 21:15:00,93.09485,1.0
2022-02-03 21:30:00,92.1945,1.0
2022-02-03 21:45:00,94.27692,0.0
2022-02-03 22:00:00,94.85663,0.0
2022-02-03 22:15:00,95.1345,0.0
2022-02-03 22:30:00,91.71478,0.0
2022-02-03 22:45:00,92.03183,0.0
2022-02-03 23:00:00,91.44527,0.0
2022-02-03 23:15:00,89.30379,0.0
2022-02-03 23:30:00,87.27912,0.0
2022-02-03 23:45:00,88.00403,0.0
2022-02-04 00:00:00,87.49458,0.0
2022-02-04 00:15:00,87.03776,0.0
2022-02-04 00:30:00,89.39526,0.0
2022-02-04 00:45:00,87.54668,0.0
2022-02-04 01:00:00,86.68706,0.0
2022-02-04 01:15:00,88.32684,0.0
2022-02-04 01:30:00,88.44946,0.0
2022-02-04 01:45:00,86.95103,0.0
2022-02-04 02:00:00,87.24861,0.0
2022-02-04 02:15:00,87.35709,0.0
2022-02-04 02:30:00,91.01528,0.0
2022-02-04 02:45:00,91.54861,1.0
2022-02-04 03:00:00,94.18351,1.0
2022-02-04 03:15:00,93.71206,1.0
2022-02-04 03:30:00,91.49711,1.0
2022-02-04 03:45:00,92.93465,1.0
2022-02-04 04:00:00,89.5391,0.0
2022-02-04 04:15:00,91.30448,0.0
2022-02-04 04:30:00,89.28237,1.0
